;Name;n;m;directed;dmax;davg;download_link
688;Wiktionary edits (af);22147;134781;False;41938;12.1715;http://konect.cc/files/download.tsv.edit-afwiktionary.tar.bz2
689;Wikiversity edits (it);21860;129951;False;12373;11.8894;http://konect.cc/files/download.tsv.edit-itwikiversity.tar.bz2
690;Wikipedia links (hif);8758;335267;True;3769;76.5625;http://konect.cc/files/download.tsv.wikipedia_link_hif.tar.bz2
691;Wikipedia edits (mi);13743;136602;False;15318;19.8795;http://konect.cc/files/download.tsv.edit-miwiki.tar.bz2
692;Wikipedia links (diq);11810;310697;True;1447;52.6159;http://konect.cc/files/download.tsv.wikipedia_link_diq.tar.bz2
693;Wikiquote edits (sl);29080;132041;False;14305;9.08122;http://konect.cc/files/download.tsv.edit-slwikisource.tar.bz2
694;Wikipedia links (vec);17524;293008;True;3011;33.4408;http://konect.cc/files/download.tsv.wikipedia_link_vec.tar.bz2
695;Wikiquote edits (cs);53415;135389;False;24824;5.06933;http://konect.cc/files/download.tsv.edit-cswikisource.tar.bz2
696;Occupations;229307;250945;False;17997;2.18873;http://konect.cc/files/download.tsv.dbpedia-occupation.tar.bz2
697;Wikipedia edits (nv);14833;141787;False;65573;19.1178;http://konect.cc/files/download.tsv.edit-nvwiki.tar.bz2
698;Wikiquote edits (ko);35955;138598;False;32374;7.70953;http://konect.cc/files/download.tsv.edit-kowikisource.tar.bz2
699;Wikipedia edits (lij);14834;142783;False;13239;19.2508;http://konect.cc/files/download.tsv.edit-lijwiki.tar.bz2
700;Wiktionary edits (scn);28112;145672;False;88928;10.3637;http://konect.cc/files/download.tsv.edit-scnwiktionary.tar.bz2
701;Wikipedia links (cdo);14816;306031;True;3370;41.3109;http://konect.cc/files/download.tsv.wikipedia_link_cdo.tar.bz2
702;Wikipedia edits (csb);9613;147841;False;12764;30.7586;http://konect.cc/files/download.tsv.edit-csbwiki.tar.bz2
703;Wikipedia edits (wuu);18033;145064;False;9290;16.0887;http://konect.cc/files/download.tsv.edit-wuuwiki.tar.bz2
704;Wikipedia edits (mai);33865;140034;False;12811;8.27013;http://konect.cc/files/download.tsv.edit-maiwiki.tar.bz2
705;Wikipedia edits (as);39264;142592;False;28101;7.26324;http://konect.cc/files/download.tsv.edit-aswiki.tar.bz2
706;Wikipedia edits (fur);8444;151824;False;12320;35.9602;http://konect.cc/files/download.tsv.edit-furwiki.tar.bz2
707;Wikiquote edits (ml);43889;142340;False;15458;6.48636;http://konect.cc/files/download.tsv.edit-mlwikisource.tar.bz2
708;Wikipedia edits (mhr);22981;151128;False;22154;13.1524;http://konect.cc/files/download.tsv.edit-mhrwiki.tar.bz2
709;Wiktionary edits (zh-min-nan);23748;151552;False;26006;12.7633;http://konect.cc/files/download.tsv.edit-zh_min_nanwiktionary.tar.bz2
710;Wikipedia links (glk);7332;340451;True;4729;92.8672;http://konect.cc/files/download.tsv.wikipedia_link_glk.tar.bz2
711;Wikipedia edits (bcl);13304;156093;False;17131;23.4656;http://konect.cc/files/download.tsv.edit-bclwiki.tar.bz2
712;Wikipedia links (kn);29531;310910;True;3655;21.0565;http://konect.cc/files/download.tsv.wikipedia_link_kn.tar.bz2
713;Wiktionary edits (cy);27506;154093;False;48019;11.2043;http://konect.cc/files/download.tsv.edit-cywiktionary.tar.bz2
714;Wikipedia edits (fiu-vro);10914;157786;False;19288;28.9144;http://konect.cc/files/download.tsv.edit-fiu_vrowiki.tar.bz2
715;Wikiquote edits (hy);57699;149545;False;28252;5.18363;http://konect.cc/files/download.tsv.edit-hywikisource.tar.bz2
716;Wiktionary edits (or);109998;150883;False;143106;2.74338;http://konect.cc/files/download.tsv.edit-orwiktionary.tar.bz2
717;Wikipedia edits (fy);4551;161936;False;12382;71.165;http://konect.cc/files/download.tsv.edit-fywiki.tar.bz2
718;Wikipedia edits (kw);8623;160255;False;12014;37.1692;http://konect.cc/files/download.tsv.edit-kwwiki.tar.bz2
719;Slashdot;51083;140778;True;3357;5.51174;http://konect.cc/files/download.tsv.slashdot-threads.tar.bz2
720;Wikipedia edits (ksh);11673;161147;False;20833;27.6102;http://konect.cc/files/download.tsv.edit-kshwiki.tar.bz2
721;Wikipedia links (sah);15531;352209;True;1469;45.3556;http://konect.cc/files/download.tsv.wikipedia_link_sah.tar.bz2
722;Wikipedia links (map-bms);14162;345041;True;10041;48.7277;http://konect.cc/files/download.tsv.wikipedia_link_map_bms.tar.bz2
723;YouTube;124325;293360;False;7591;4.71924;http://konect.cc/files/download.tsv.youtube-groupmemberships.tar.bz2
724;Wikipedia edits (ps);26094;161969;False;23272;12.4143;http://konect.cc/files/download.tsv.edit-pswiki.tar.bz2
725;Wikipedia links (bcl);8130;349496;True;2332;85.9769;http://konect.cc/files/download.tsv.wikipedia_link_bcl.tar.bz2
726;Wikipedia links (gd);22978;340005;True;3242;29.594;http://konect.cc/files/download.tsv.wikipedia_link_gd.tar.bz2
727;Wikipedia edits (gom);11657;163422;False;20151;28.0384;http://konect.cc/files/download.tsv.edit-gomwiki.tar.bz2
728;Wikipedia edits (azb);44365;160629;False;27451;7.24125;http://konect.cc/files/download.tsv.edit-azbwiki.tar.bz2
729;Actors (DBpedia);157184;281396;False;321;3.58047;http://konect.cc/files/download.tsv.dbpedia-starring.tar.bz2
730;Wikipedia edits (frp);7702;169876;False;17069;44.1122;http://konect.cc/files/download.tsv.edit-frpwiki.tar.bz2
731;Wikipedia edits (ang);16202;168436;False;11785;20.792;http://konect.cc/files/download.tsv.edit-angwiki.tar.bz2
732;Wikibooks edits (pl);22011;163911;False;37337;14.8936;http://konect.cc/files/download.tsv.edit-plwikibooks.tar.bz2
733;DBpedia locations;225498;293697;False;12189;2.60487;http://konect.cc/files/download.tsv.dbpedia-location.tar.bz2
734;Wikipedia edits (km);28481;164036;False;25799;11.519;http://konect.cc/files/download.tsv.edit-kmwiki.tar.bz2
735;Wiktionary edits (ast);22048;175134;False;33733;15.8866;http://konect.cc/files/download.tsv.edit-astwiktionary.tar.bz2
736;Wiktionary edits (fj);32313;170714;False;46242;10.5663;http://konect.cc/files/download.tsv.edit-fjwiktionary.tar.bz2
737;Wikipedia edits (lad);15044;174807;False;26383;23.2394;http://konect.cc/files/download.tsv.edit-ladwiki.tar.bz2
738;Wikipedia edits (co);13948;177084;False;14140;25.392;http://konect.cc/files/download.tsv.edit-cowiki.tar.bz2
739;arXiv hep-th;27770;352807;True;2468;25.4092;http://konect.cc/files/download.tsv.cit-HepTh.tar.bz2
740;Wikiquote edits (te);54263;168296;False;29288;6.20297;http://konect.cc/files/download.tsv.edit-tewikisource.tar.bz2
741;Wikipedia links (bh);15581;382620;True;2528;49.1137;http://konect.cc/files/download.tsv.wikipedia_link_bh.tar.bz2
742;Edinburgh Associative Thesaurus;23132;511764;True;1076;44.2473;http://konect.cc/files/download.tsv.eat.tar.bz2
743;Internet topology;34761;171403;False;5305;9.8618;http://konect.cc/files/download.tsv.topology.tar.bz2
744;Wikipedia links (li);49129;375392;True;3496;15.2819;http://konect.cc/files/download.tsv.wikipedia_link_li.tar.bz2
745;Wiktionary edits (la);30656;177936;False;20101;11.6086;http://konect.cc/files/download.tsv.edit-lawiktionary.tar.bz2
746;Wiktionary edits (wa);46386;182251;False;82442;7.85802;http://konect.cc/files/download.tsv.edit-wawiktionary.tar.bz2
747;Wikipedia edits (bug);19261;184412;False;43459;19.1487;http://konect.cc/files/download.tsv.edit-bugwiki.tar.bz2
748;Wikipedia edits (tk);13512;186243;False;18207;27.5671;http://konect.cc/files/download.tsv.edit-tkwiki.tar.bz2
749;Wikipedia edits (szl);17240;189325;False;13097;21.9635;http://konect.cc/files/download.tsv.edit-szlwiki.tar.bz2
750;Daily Kos;10336;467714;False;2123;90.5019;http://konect.cc/files/download.tsv.bag-kos.tar.bz2
751;Wikipedia edits (map-bms);28464;185840;False;15989;13.0579;http://konect.cc/files/download.tsv.edit-map_bmswiki.tar.bz2
752;Wikipedia links (xmf);15600;405676;True;4542;52.0097;http://konect.cc/files/download.tsv.wikipedia_link_xmf.tar.bz2
753;Wikipedia edits (mt);16594;190769;False;22886;22.9925;http://konect.cc/files/download.tsv.edit-mtwiki.tar.bz2
754;Douban;154908;327162;False;287;4.22395;http://konect.cc/files/download.tsv.douban.tar.bz2
755;Wikivoyage edits (ru);16613;194277;False;25930;23.3886;http://konect.cc/files/download.tsv.edit-ruwikivoyage.tar.bz2
756;Wikiquote edits (fr);27896;184257;False;18359;13.2103;http://konect.cc/files/download.tsv.edit-frwikiquote.tar.bz2
757;Wikipedia talk (el);40254;190279;True;23615;9.45392;http://konect.cc/files/download.tsv.wiki_talk_el.tar.bz2
758;Wikipedia links (hak);11487;427057;True;1443;74.3548;http://konect.cc/files/download.tsv.wikipedia_link_hak.tar.bz2
759;Wikipedia edits (nrm);8944;201831;False;24151;45.1322;http://konect.cc/files/download.tsv.edit-nrmwiki.tar.bz2
760;TripAdvisor;147075;175765;False;2138;2.39014;http://konect.cc/files/download.tsv.wang-tripadvisor.tar.bz2
761;Wiktionary edits (vo);25457;195457;False;74293;15.3559;http://konect.cc/files/download.tsv.edit-vowiktionary.tar.bz2
762;Wikinews edits (pl);43407;192332;False;36840;8.8618;http://konect.cc/files/download.tsv.edit-plwikinews.tar.bz2
763;Wikipedia links (ht);57219;384030;True;32719;13.4232;http://konect.cc/files/download.tsv.wikipedia_link_ht.tar.bz2
764;Wikiquote edits (es);35344;202296;False;18052;11.4473;http://konect.cc/files/download.tsv.edit-eswikiquote.tar.bz2
765;Wikipedia edits (hif);31566;208674;False;15472;13.2214;http://konect.cc/files/download.tsv.edit-hifwiki.tar.bz2
766;Wikipedia links (nso);8152;455809;True;4340;111.828;http://konect.cc/files/download.tsv.wikipedia_link_nso.tar.bz2
767;Wikiquote edits (ru);37740;204682;False;18852;10.847;http://konect.cc/files/download.tsv.edit-ruwikiquote.tar.bz2
768;arXiv hep-ph;34546;421578;True;846;24.4068;http://konect.cc/files/download.tsv.cit-HepPh.tar.bz2
769;Wiktionary edits (uk);45588;216084;False;34433;9.47986;http://konect.cc/files/download.tsv.edit-ukwiktionary.tar.bz2
770;EU institution;265214;420045;True;7636;3.16759;http://konect.cc/files/download.tsv.email-EuAll.tar.bz2
771;Wiktionary edits (br);44388;217681;False;34001;9.8081;http://konect.cc/files/download.tsv.edit-brwiktionary.tar.bz2
772;Wikibooks edits (nl);29946;213603;False;32832;14.2659;http://konect.cc/files/download.tsv.edit-nlwikibooks.tar.bz2
773;Wikinews edits (tr);10072;235204;False;192758;46.7045;http://konect.cc/files/download.tsv.edit-trwikinews.tar.bz2
774;Wikiquote edits (ar);130274;210895;False;57769;3.23771;http://konect.cc/files/download.tsv.edit-arwikisource.tar.bz2
775;Wikipedia links (mn);24924;488451;True;3224;39.1952;http://konect.cc/files/download.tsv.wikipedia_link_mn.tar.bz2
776;Wiktionary edits (hr);41101;224685;False;36197;10.9333;http://konect.cc/files/download.tsv.edit-hrwiktionary.tar.bz2
777;Wiktionary edits (he);38019;223551;False;22116;11.76;http://konect.cc/files/download.tsv.edit-hewiktionary.tar.bz2
778;Wikipedia edits (diq);27295;231555;False;42003;16.9668;http://konect.cc/files/download.tsv.edit-diqwiki.tar.bz2
779;Wikipedia links (arz);24958;502048;True;6384;40.2314;http://konect.cc/files/download.tsv.wikipedia_link_arz.tar.bz2
780;Wikipedia links (or);25876;439724;True;4754;33.987;http://konect.cc/files/download.tsv.wikipedia_link_or.tar.bz2
781;Wikinews edits (fa);17279;241703;False;81234;27.9765;http://konect.cc/files/download.tsv.edit-fawikinews.tar.bz2
782;Wiktionary edits (mn);46998;227450;False;149443;9.67914;http://konect.cc/files/download.tsv.edit-mnwiktionary.tar.bz2
783;Wikibooks edits (es);40141;218263;False;26870;10.8748;http://konect.cc/files/download.tsv.edit-eswikibooks.tar.bz2
784;Wikiquote edits (pt);98234;229396;False;34474;4.6704;http://konect.cc/files/download.tsv.edit-ptwikisource.tar.bz2
785;Wiktionary edits (is);27047;236424;False;56186;17.4825;http://konect.cc/files/download.tsv.edit-iswiktionary.tar.bz2
786;Github;177386;440237;False;3675;4.9636;http://konect.cc/files/download.tsv.github.tar.bz2
787;Epinions;75879;508837;True;3079;13.4118;http://konect.cc/files/download.tsv.soc-Epinions1.tar.bz2
788;Genres (DBpedia);266717;463497;False;24821;3.47557;http://konect.cc/files/download.tsv.dbpedia-genre.tar.bz2
789;Wikibooks edits (hu);63280;247166;False;130670;7.81182;http://konect.cc/files/download.tsv.edit-huwikibooks.tar.bz2
790;Wikibooks edits (it);30047;238977;False;35132;15.9069;http://konect.cc/files/download.tsv.edit-itwikibooks.tar.bz2
791;Wikipedia edits (ky);89898;239048;False;51371;5.31821;http://konect.cc/files/download.tsv.edit-kywiki.tar.bz2
792;Wikinews edits (pt);42449;247874;False;65524;11.6787;http://konect.cc/files/download.tsv.edit-ptwikinews.tar.bz2
793;Wikipedia edits (zh-classical);74548;249971;False;48096;6.70631;http://konect.cc/files/download.tsv.edit-zh_classicalwiki.tar.bz2
794;Wikipedia edits (se);18055;261169;False;19019;28.9304;http://konect.cc/files/download.tsv.edit-sewiki.tar.bz2
795;Wikipedia edits (nds-nl);18232;262921;False;24661;28.8417;http://konect.cc/files/download.tsv.edit-nds_nlwiki.tar.bz2
796;Wikipedia edits (pam);19529;265279;False;21624;27.1677;http://konect.cc/files/download.tsv.edit-pamwiki.tar.bz2
797;Wikipedia edits (or);59154;256511;False;34842;8.67265;http://konect.cc/files/download.tsv.edit-orwiki.tar.bz2
798;Wikipedia edits (vls);19886;264055;False;19418;26.5569;http://konect.cc/files/download.tsv.edit-vlswiki.tar.bz2
799;Wikipedia links (pa);39753;537334;True;8309;27.0336;http://konect.cc/files/download.tsv.wikipedia_link_pa.tar.bz2
800;Wiktionary edits (oc);45224;275469;False;38548;12.1824;http://konect.cc/files/download.tsv.edit-ocwiktionary.tar.bz2
801;Wikipedia edits (ilo);46658;286084;False;135872;12.263;http://konect.cc/files/download.tsv.edit-ilowiki.tar.bz2
802;Wikipedia links (nds);39034;541578;True;3730;27.749;http://konect.cc/files/download.tsv.wikipedia_link_nds.tar.bz2
803;Wikipedia edits (gv);18060;281618;False;28323;31.1869;http://konect.cc/files/download.tsv.edit-gvwiki.tar.bz2
804;Wiktionary edits (da);50397;276040;False;33722;10.9546;http://konect.cc/files/download.tsv.edit-dawiktionary.tar.bz2
805;Wikivoyage edits (fr);25086;283080;False;55497;22.5688;http://konect.cc/files/download.tsv.edit-frwikivoyage.tar.bz2
806;Wikipedia links (ps);12949;637529;True;1623;98.4677;http://konect.cc/files/download.tsv.wikipedia_link_ps.tar.bz2
807;Catster households;105138;494858;False;37346;9.41349;http://konect.cc/files/download.tsv.petster-cat-household.tar.bz2
808;BookCrossing (ratings);263757;433652;False;8524;3.28827;http://konect.cc/files/download.tsv.bookcrossing_rating.tar.bz2
809;Wikipedia edits (wa);38946;311049;False;77710;15.9733;http://konect.cc/files/download.tsv.edit-wawiki.tar.bz2
810;Wikipedia links (pms);67205;569036;True;62772;16.9343;http://konect.cc/files/download.tsv.wikipedia_link_pms.tar.bz2
811;Wikiquote edits (sv);92795;303097;False;54062;6.53261;http://konect.cc/files/download.tsv.edit-svwikisource.tar.bz2
812;CiteSeer;286748;512267;False;385;3.57294;http://konect.cc/files/download.tsv.komarix-citeseer.tar.bz2
813;Wikipedia edits (am);45123;314419;False;29442;13.9361;http://konect.cc/files/download.tsv.edit-amwiki.tar.bz2
814;Wikipedia edits (fo);39779;315895;False;44010;15.8825;http://konect.cc/files/download.tsv.edit-fowiki.tar.bz2
815;Wikipedia talk (sr);103068;312837;True;47687;6.0705;http://konect.cc/files/download.tsv.wiki_talk_sr.tar.bz2
816;Wikipedia edits (bat-smg);28718;319814;False;20587;22.2727;http://konect.cc/files/download.tsv.edit-bat_smgwiki.tar.bz2
817;Wikiquote edits (de);24753;323207;False;45765;26.1146;http://konect.cc/files/download.tsv.edit-dewikiquote.tar.bz2
818;Wikipedia edits (sah);39858;317875;False;32513;15.9504;http://konect.cc/files/download.tsv.edit-sahwiki.tar.bz2
819;DBpedia countries;592414;637134;False;111132;2.15098;http://konect.cc/files/download.tsv.dbpedia-country.tar.bz2
820;Wikipedia edits (hsb);32373;331012;False;36414;20.4499;http://konect.cc/files/download.tsv.edit-hsbwiki.tar.bz2
821;Wikipedia links (yi);25250;698864;True;2183;55.3556;http://konect.cc/files/download.tsv.wikipedia_link_yi.tar.bz2
822;Slashdot Zoo;79120;515397;True;2543;13.0282;http://konect.cc/files/download.tsv.slashdot-zoo.tar.bz2
823;Wikipedia edits (nah);20068;336603;False;28828;33.5462;http://konect.cc/files/download.tsv.edit-nahwiki.tar.bz2
824;Wiktionary edits (az);59734;333151;False;80773;11.1545;http://konect.cc/files/download.tsv.edit-azwiktionary.tar.bz2
825;Wikipedia links (bar);40757;664036;True;5859;32.5851;http://konect.cc/files/download.tsv.wikipedia_link_bar.tar.bz2
826;Wikipedia edits (si);66095;343632;False;46782;10.3981;http://konect.cc/files/download.tsv.edit-siwiki.tar.bz2
827;Wikipedia edits (my);74452;344419;False;52027;9.25211;http://konect.cc/files/download.tsv.edit-mywiki.tar.bz2
828;Wikipedia talk (ca);79736;351610;True;54776;8.81935;http://konect.cc/files/download.tsv.wiki_talk_ca.tar.bz2
829;Wikibooks edits (pt);79341;355008;False;137110;8.94892;http://konect.cc/files/download.tsv.edit-ptwikibooks.tar.bz2
830;Wiktionary edits (hi);203894;357938;False;163616;3.51102;http://konect.cc/files/download.tsv.edit-hiwiktionary.tar.bz2
831;Wikipedia edits (pa);90005;359766;False;48500;7.99436;http://konect.cc/files/download.tsv.edit-pawiki.tar.bz2
832;WordNet;146005;656999;False;1008;8.99968;http://konect.cc/files/download.tsv.wordnet-words.tar.bz2
833;NIPS full papers;13875;1932365;False;1455;278.539;http://konect.cc/files/download.tsv.bag-nips.tar.bz2
834;Wikipedia edits (gan);34354;382174;False;51478;22.2492;http://konect.cc/files/download.tsv.edit-ganwiki.tar.bz2
835;Wikiquote edits (pl);54021;378978;False;128307;14.0308;http://konect.cc/files/download.tsv.edit-plwikiquote.tar.bz2
836;Wikipedia links (als);29511;763424;True;5524;51.7383;http://konect.cc/files/download.tsv.wikipedia_link_als.tar.bz2
837;Wikipedia edits (sa);53467;387592;False;73603;14.4984;http://konect.cc/files/download.tsv.edit-sawiki.tar.bz2
838;Wikipedia edits (li);60713;393573;False;30262;12.965;http://konect.cc/files/download.tsv.edit-liwiki.tar.bz2
839;Wikipedia links (io);31011;805095;True;9412;51.9232;http://konect.cc/files/download.tsv.wikipedia_link_io.tar.bz2
840;Wiktionary edits (eu);62637;396614;False;86945;12.6639;http://konect.cc/files/download.tsv.edit-euwiktionary.tar.bz2
841;Wiktionary edits (simple);33632;400482;False;131277;23.8155;http://konect.cc/files/download.tsv.edit-simplewiktionary.tar.bz2
842;Wikipedia links (ku);37123;805932;True;3755;43.4196;http://konect.cc/files/download.tsv.wikipedia_link_ku.tar.bz2
843;Wikipedia links (min);222989;690651;True;166538;6.19448;http://konect.cc/files/download.tsv.wikipedia_link_min.tar.bz2
844;Wikivoyage edits (it);31501;419474;False;105298;26.6324;http://konect.cc/files/download.tsv.edit-itwikivoyage.tar.bz2
845;Wikibooks edits (fr);58395;409932;False;64915;14.04;http://konect.cc/files/download.tsv.edit-frwikibooks.tar.bz2
846;Wikipedia edits (mn);60257;428262;False;35722;14.2145;http://konect.cc/files/download.tsv.edit-mnwiki.tar.bz2
847;Wikipedia edits (os);41947;444794;False;40866;21.2074;http://konect.cc/files/download.tsv.edit-oswiki.tar.bz2
848;Wikipedia links (vo);242046;761034;True;94726;6.28834;http://konect.cc/files/download.tsv.wikipedia_link_vo.tar.bz2
849;Wikipedia links (cv);44634;875818;True;14296;39.2444;http://konect.cc/files/download.tsv.wikipedia_link_cv.tar.bz2
850;Wikiversity edits (de);82453;422143;False;122179;10.2396;http://konect.cc/files/download.tsv.edit-dewikiversity.tar.bz2
851;New York City;264346;730100;True;16;5.52382;http://konect.cc/files/download.tsv.dimacs9-NY.tar.bz2
852;Wikipedia links (ky);85076;861498;True;19013;20.2524;http://konect.cc/files/download.tsv.wikipedia_link_ky.tar.bz2
853;WikiSigned;138592;740397;True;11673;10.6846;http://konect.cc/files/download.tsv.wikisigned-k2.tar.bz2
854;Wiktionary edits (lo);62549;452686;False;120778;14.4746;http://konect.cc/files/download.tsv.edit-lowiktionary.tar.bz2
855;Wikipedia edits (gu);79543;443632;False;56062;11.1545;http://konect.cc/files/download.tsv.edit-guwiki.tar.bz2
856;Wikipedia edits (bh);61119;442118;False;42426;14.4674;http://konect.cc/files/download.tsv.edit-bhwiki.tar.bz2
857;Wiktionary edits (sr);220994;457733;False;269715;4.14249;http://konect.cc/files/download.tsv.edit-srwiktionary.tar.bz2
858;Wikipedia edits (yi);41363;474132;False;66842;22.9254;http://konect.cc/files/download.tsv.edit-yiwiki.tar.bz2
859;Wikipedia edits (pnb);63190;482583;False;78948;15.274;http://konect.cc/files/download.tsv.edit-pnbwiki.tar.bz2
860;Wikipedia edits (ckb);114218;475887;False;160263;8.33296;http://konect.cc/files/download.tsv.edit-ckbwiki.tar.bz2
861;Wikipedia links (nap);15441;993392;True;8624;128.669;http://konect.cc/files/download.tsv.wikipedia_link_nap.tar.bz2
862;Wikipedia edits (yo);55100;484122;False;83382;17.5725;http://konect.cc/files/download.tsv.edit-yowiki.tar.bz2
863;Wikipedia edits (gd);32651;491755;False;41541;30.1219;http://konect.cc/files/download.tsv.edit-gdwiki.tar.bz2
864;San Francisco Bay Area;321270;794830;True;14;4.94805;http://konect.cc/files/download.tsv.dimacs9-BAY.tar.bz2
865;Wikipedia links (roa-tara);10423;1089948;True;8528;209.143;http://konect.cc/files/download.tsv.wikipedia_link_roa_tara.tar.bz2
866;Wikipedia edits (sco);169949;487512;False;105549;5.73716;http://konect.cc/files/download.tsv.edit-scowiki.tar.bz2
867;Wiktionary edits (eo);112485;491703;False;117281;8.74255;http://konect.cc/files/download.tsv.edit-eowiktionary.tar.bz2
868;Wikinews edits (ru);118212;491861;False;196122;8.32168;http://konect.cc/files/download.tsv.edit-ruwikinews.tar.bz2
869;Wikinews edits (es);42623;513672;False;251571;24.103;http://konect.cc/files/download.tsv.edit-eswikinews.tar.bz2
870;Wiktionary edits (uz);153595;497719;False;206010;6.48093;http://konect.cc/files/download.tsv.edit-uzwiktionary.tar.bz2
871;Wikipedia edits (su);68354;507845;False;38623;14.8593;http://konect.cc/files/download.tsv.edit-suwiki.tar.bz2
872;Gowalla;196591;950327;False;14730;9.66806;http://konect.cc/files/download.tsv.loc-gowalla_edges.tar.bz2
873;Wikipedia links (yo);41205;1042990;True;14758;50.6244;http://konect.cc/files/download.tsv.wikipedia_link_yo.tar.bz2
874;Wiktionary edits (sa);263998;500298;False;424346;3.79017;http://konect.cc/files/download.tsv.edit-sawiktionary.tar.bz2
875;Wikipedia edits (ia);35162;521965;False;37071;29.6892;http://konect.cc/files/download.tsv.edit-iawiki.tar.bz2
876;Twitter (ICWSM);465017;834797;True;678;3.59039;http://konect.cc/files/download.tsv.munmun_twitter_social.tar.bz2
877;Wikiquote edits (ta);413526;492375;False;277985;2.38135;http://konect.cc/files/download.tsv.edit-tawikisource.tar.bz2
878;MathOverflow;24818;506550;True;11309;40.8212;http://konect.cc/files/download.tsv.sx-mathoverflow.tar.bz2
879;Wikipedia edits (vec);35868;540090;False;45325;30.1154;http://konect.cc/files/download.tsv.edit-vecwiki.tar.bz2
880;Wikipedia links (fy);65562;1071678;True;5367;32.692;http://konect.cc/files/download.tsv.wikipedia_link_fy.tar.bz2
881;Wiktionary edits (ml);137011;530712;False;143792;7.747;http://konect.cc/files/download.tsv.edit-mlwiktionary.tar.bz2
882;Wikibooks edits (de);77233;528120;False;27091;13.676;http://konect.cc/files/download.tsv.edit-dewikibooks.tar.bz2
883;Wikipedia edits (nap);28033;551457;False;47591;39.3434;http://konect.cc/files/download.tsv.edit-napwiki.tar.bz2
884;Wikipedia links (ckb);60722;1176333;True;3503;38.7449;http://konect.cc/files/download.tsv.wikipedia_link_ckb.tar.bz2
885;Wikiversity edits (fr);50559;541214;False;112605;21.4092;http://konect.cc/files/download.tsv.edit-frwikiversity.tar.bz2
886;Wikipedia edits (ne);90238;542716;False;33737;12.0285;http://konect.cc/files/download.tsv.edit-newiki.tar.bz2
887;Amazon (MDS);334863;925872;False;549;5.52986;http://konect.cc/files/download.tsv.com-amazon.tar.bz2
888;Wikipedia links (sw);58770;1077184;True;7607;36.6576;http://konect.cc/files/download.tsv.wikipedia_link_sw.tar.bz2
889;Wikipedia links (is);69381;1169291;True;5564;33.7064;http://konect.cc/files/download.tsv.wikipedia_link_is.tar.bz2
890;Wikipedia edits (bar);94087;576801;False;85201;12.261;http://konect.cc/files/download.tsv.edit-barwiki.tar.bz2
891;Wikipedia links (mg);125916;1025610;True;65118;16.2904;http://konect.cc/files/download.tsv.wikipedia_link_mg.tar.bz2
892;Wikipedia links (my);44651;1201350;True;23161;53.8107;http://konect.cc/files/download.tsv.wikipedia_link_my.tar.bz2
893;Wikipedia links (su);43169;1250082;True;20358;57.9157;http://konect.cc/files/download.tsv.wikipedia_link_su.tar.bz2
894;Wikipedia links (qu);37219;1165599;True;7816;62.6346;http://konect.cc/files/download.tsv.wikipedia_link_qu.tar.bz2
895;Wikipedia edits (cv);70003;591878;False;63318;16.9101;http://konect.cc/files/download.tsv.edit-cvwiki.tar.bz2
896;Wiktionary edits (li);120876;589486;False;135988;9.75357;http://konect.cc/files/download.tsv.edit-liwiktionary.tar.bz2
897;Wikipedia edits (ku);61976;597402;False;43251;19.2785;http://konect.cc/files/download.tsv.edit-kuwiki.tar.bz2
898;Wikipedia links (ba);52560;1241806;True;28739;47.2529;http://konect.cc/files/download.tsv.wikipedia_link_ba.tar.bz2
899;Wiktionary edits (gl);62438;602781;False;123926;19.3081;http://konect.cc/files/download.tsv.edit-glwiktionary.tar.bz2
900;Wikipedia edits (qu);53539;606625;False;60887;22.6611;http://konect.cc/files/download.tsv.edit-quwiki.tar.bz2
901;Wikipedia talk (sv);120833;598066;True;77916;9.89905;http://konect.cc/files/download.tsv.wiki_talk_sv.tar.bz2
902;Wiktionary edits (kn);267279;586987;False;112657;4.39232;http://konect.cc/files/download.tsv.edit-knwiktionary.tar.bz2
903;Wiktionary edits (ar);97909;610765;False;109759;12.4762;http://konect.cc/files/download.tsv.edit-arwiktionary.tar.bz2
904;Wikipedia links (ilo);20485;1244270;True;3345;121.481;http://konect.cc/files/download.tsv.wikipedia_link_ilo.tar.bz2
905;Wikipedia links (scn);39957;1182785;True;4592;59.2029;http://konect.cc/files/download.tsv.wikipedia_link_scn.tar.bz2
906;DBLP co-authorship;317080;1049866;False;343;6.62209;http://konect.cc/files/download.tsv.com-dblp.tar.bz2
907;Colorado;435666;1042400;True;16;4.78532;http://konect.cc/files/download.tsv.dimacs9-COL.tar.bz2
908;Wikipedia talk (vi);338714;607087;True;78340;3.58466;http://konect.cc/files/download.tsv.wiki_talk_vi.tar.bz2
909;Wikipedia links (an);56485;1306724;True;13084;46.268;http://konect.cc/files/download.tsv.wikipedia_link_an.tar.bz2
910;Wikipedia edits (scn);59039;681366;False;45030;23.0819;http://konect.cc/files/download.tsv.edit-scnwiki.tar.bz2
911;Wikipedia edits (ht);64801;679189;False;62197;20.9623;http://konect.cc/files/download.tsv.edit-htwiki.tar.bz2
912;Wikipedia edits (als);55065;678457;False;194764;24.642;http://konect.cc/files/download.tsv.edit-alswiki.tar.bz2
913;Wikipedia links (mzn);18112;1476267;True;4349;163.015;http://konect.cc/files/download.tsv.wikipedia_link_mzn.tar.bz2
