Name,n,m,min_in,median_in_1,median_in_2,median_in_3,median_in_4,median_in_5,median_in_6,median_in_7,max_in,min_out,median_out_1,median_out_2,median_out_3,median_out_4,median_out_5,median_out_6,median_out_7,max_out
NR/cell1,7054,34856,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5
NR/cell2,7054,34856,0,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,5,5
NR/c-34,6610,35473,0,1,1,1,2,2,4,10,251,0,1,1,1,1,4,7,9,46
NR/c-36,7478,36711,0,1,1,1,2,2,2,4,672,0,1,1,1,1,7,8,12,27
NR/jan99jac020,6773,38693,0,2,2,3,3,3,4,7,130,0,2,3,3,3,6,8,9,68
NR/jan99jac020sc,6773,38693,0,2,2,3,3,3,4,7,130,0,2,3,3,3,6,8,9,68
NR/fxm2-16,7334,32973,0,1,1,2,3,3,5,11,36,0,0,0,0,2,3,5,11,57
NR/rajat01,6832,43251,0,3,3,3,5,5,6,8,835,0,3,3,4,5,5,6,8,835
NR/G64,6986,41460,0,0,0,1,2,3,6,11,148,0,6,6,6,6,6,6,6,6
NR/Franz5,7381,44057,0,0,0,0,0,6,10,14,70,0,6,6,6,6,6,6,6,6
NR/ex15,6866,52770,0,5,5,7,9,9,10,10,10,0,5,5,7,9,9,10,10,10
NR/Franz4,6783,46529,0,0,6,6,8,8,8,10,36,0,7,7,7,7,7,7,7,7
NR/TSOPF-RS-b9-c6,7223,54083,0,4,4,4,4,8,8,8,3602,0,4,4,4,4,11,11,11,11
NR/aa4,7194,52122,0,5,6,7,7,8,8,9,13,0,0,0,0,0,0,0,0,374
NR/aa6,7291,51729,0,5,6,6,7,8,8,10,13,0,0,0,0,0,0,0,0,338
NR/air05,7194,52122,0,5,6,7,7,8,8,9,13,0,0,0,0,0,0,0,0,374
NR/bayer03,6746,56197,0,1,2,2,3,3,13,18,43,0,2,3,3,5,6,12,14,34
NR/tech-WHOIS,7291,56944,0,0,0,0,0,1,2,8,69,0,1,2,2,2,3,4,8,62
NR/air02,6773,61556,0,6,8,8,9,10,11,12,15,0,0,0,0,0,0,0,0,2487
NR/lp-pilot87,6679,74950,0,1,1,2,4,6,14,29,96,0,0,0,0,0,0,5,22,380
NR/176bit,7440,82271,0,1,2,3,4,5,7,13,3725,0,10,10,11,11,11,12,12,16
NR/Muu,7101,88619,0,6,7,10,11,14,15,18,46,0,6,7,11,11,14,15,18,32
NR/EX5,6544,147841,0,13,17,20,23,25,28,32,42,0,13,17,20,23,25,28,32,45
NR/EX6,6544,147841,0,13,17,20,23,25,28,32,42,0,13,17,20,23,25,28,32,46
NR/socfb-UC64,6832,155333,0,1,3,6,12,19,30,52,303,0,1,3,6,11,19,30,52,301
NR/lhr07,7336,156509,0,2,2,4,35,35,35,35,36,0,3,4,4,5,5,63,63,63
NR/lhr07c,7336,156509,0,2,2,4,35,35,35,35,36,0,3,4,4,5,5,63,63,63
NR/Kuu,7101,173652,0,12,14,20,22,27,30,36,92,0,12,14,20,22,27,30,36,64
NR/socfb-Vermont70,7323,191222,0,2,5,9,15,23,36,58,409,0,2,5,9,15,23,35,57,301
NR/socfb-UChicago30,6590,208104,0,1,5,10,18,28,44,71,430,0,1,4,9,17,28,44,71,414
NR/fb-CMU-Carnegie49,6636,249966,0,2,6,12,20,32,49,85,486,0,2,6,12,21,33,51,83,484
NR/socfb-CMU,6620,249960,0,2,6,12,21,33,51,83,443,0,2,6,12,20,32,49,85,413
NR/socfb-Carnegie49,6636,249968,0,2,6,12,21,33,51,83,443,0,2,6,12,20,32,49,85,413
NR/socfb-Tufts18,6681,249729,0,2,7,13,22,34,53,83,339,0,2,6,13,22,34,52,84,472
NR/socfb-Princeton12,6595,293321,0,2,7,15,25,41,62,103,491,0,2,7,15,26,42,64,100,387
NR/goodwin,7319,324785,0,18,21,36,36,51,62,66,112,0,18,30,30,36,39,66,66,112
NR/socfb-Emory27,7459,330015,0,2,8,16,27,42,62,98,433,0,2,8,16,27,42,63,100,412
NR/Trec13,6560,654518,0,9,14,23,37,65,116,235,961,0,0,0,0,0,0,0,446,923
NR/scc-reality,6808,4714486,0,6,51,134,278,477,740,1648,6033,0,51,157,313,482,674,884,1308,5263
NR/Pd,8080,13037,0,1,1,1,2,2,2,2,15,0,1,1,1,1,2,2,3,5
NR/rt-onedirection,29,31,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1
NR/rt-gmanews,113,112,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1
NR/rt-mittromney,62,58,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1
NR/rt-qatif,10,10,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1
NR/airfoil1-dual,8031,11814,0,1,1,1,1,2,2,2,2,0,1,1,1,1,2,2,2,2
NR/commanche-dual,7919,19801,0,1,1,2,2,3,4,4,4,0,1,1,2,3,3,4,4,4
NR/G65,7999,16001,0,2,2,2,2,2,2,2,3,0,2,2,2,2,2,2,2,3
NR/lp-pds-02,7715,16572,0,2,2,2,2,2,2,3,3,0,0,0,0,0,1,3,5,91
NR/p6000,7966,19827,0,1,1,3,3,3,3,3,0,0,0,0,0,0,0,3,4,0
NR/aircraft,7516,20268,0,1,1,1,1,1,1,1,751,0,0,0,0,0,5,6,6,6
NR/stoch-aircraft,7516,20268,0,1,1,1,1,1,1,1,751,0,0,0,0,0,5,6,6,6
NR/ch,8290,24103,0,1,1,1,2,3,4,5,14,0,0,0,0,0,3,4,6,75
NR/delaunay-n13,8191,24548,0,1,1,2,3,3,4,5,10,0,0,1,2,3,4,4,5,9
NR/rajat03,7601,32654,0,3,3,5,5,5,5,5,5,0,3,3,5,5,5,5,5,5
NR/p2p-Gnutella09,8113,26014,0,1,1,1,2,3,4,5,92,0,0,0,0,0,1,10,10,54
NR/fd12,7499,28463,0,3,3,3,4,4,5,5,7,0,3,3,3,3,3,6,6,6
NR/c-37,8203,41441,0,1,1,1,2,2,2,8,125,0,1,1,1,1,4,7,8,50
NR/dw4096,8191,41747,0,5,5,5,5,5,5,5,8,0,5,5,5,5,5,5,5,8
NR/dw8192,8191,41747,0,5,5,5,5,5,5,5,8,0,5,5,5,5,5,5,5,8
NR/c-38,8126,42909,0,1,1,1,2,2,2,10,96,0,1,1,1,1,6,8,12,38
NR/lp-woodw,8417,37488,0,2,3,4,4,4,5,6,21,0,0,0,0,0,0,0,8,1477
NR/rajat13,7597,48923,0,4,4,5,5,5,5,5,1186,0,4,4,5,5,5,5,5,1186
NR/Franz6,7575,45457,0,0,0,0,0,10,10,14,38,0,6,6,6,6,6,6,6,6
NR/pcb3000,7731,57480,0,2,4,5,7,8,10,13,28,0,0,0,0,2,4,5,7,1241
NR/aft01,8204,66887,0,7,7,7,7,7,11,11,11,0,7,7,7,7,7,11,11,11
NR/aa5,8307,65954,0,6,6,8,8,9,10,10,15,0,0,0,0,0,0,0,0,348
NR/TF15,7741,80058,0,8,9,10,11,11,12,13,14,0,0,7,9,10,12,13,18,49
NR/rec-movielens-user-movies-10m,7600,95580,1,1,2,3,5,8,13,26,257,0,0,0,0,1,1,3,8,5811
NR/benzene,8218,125445,0,10,13,15,17,18,19,19,19,0,11,13,14,16,17,19,19,19
NR/aft02,8183,127763,0,13,13,13,13,13,21,21,82,0,13,13,13,13,13,21,21,82
NR/edit-enwikibooks,134941,1164576,0,1,1,1,2,4,7,15,0,0,0,0,0,0,0,1,3,0
NR/IG5-14,7620,173338,0,0,0,0,2,9,24,59,470,0,3,9,10,15,20,30,57,120
NR/bcsstk38,8031,181747,0,12,16,20,23,26,28,33,63,0,9,13,17,21,24,29,36,160
NR/socfb-Tulane29,7751,283919,0,2,6,12,21,33,51,83,426,0,2,6,12,20,32,51,83,388
NR/sinc12,7499,294987,0,24,24,24,47,47,52,52,76,0,26,26,26,26,26,75,75,75
NR/socfb-Dartmouth6,7693,304077,0,2,6,12,22,36,57,89,421,0,1,6,12,22,36,56,89,487
NR/socfb-Villanova62,7771,314990,0,2,8,16,25,38,56,90,492,0,3,8,15,25,38,57,90,480
NR/socfb-WashU32,7754,367542,0,3,9,18,30,46,67,104,544,0,3,9,18,30,45,67,103,654
NR/GT01R,7979,430910,0,49,49,53,57,57,57,61,74,0,45,45,53,57,57,57,65,90
NR/socfb-Vanderbilt48,8068,427833,0,3,11,20,33,50,76,119,406,0,3,10,20,33,50,76,117,506
NR/ex40,7739,458013,0,25,31,48,62,78,86,88,89,0,25,31,48,62,78,86,88,89
NR/fp,7547,848554,0,55,61,70,79,89,104,131,679,0,35,39,43,46,50,74,97,930
NR/TSC-OPF-1047,8139,1012522,0,1,1,1,3,10,15,500,1523,0,2,5,6,9,16,106,610,610
NR/rt-http,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NR/rt-justinbieber,27,32,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
NR/3elt-dual,8999,13279,0,1,1,1,1,2,2,2,2,0,1,1,1,1,2,2,2,3
NR/G66,8999,18001,0,2,2,2,2,2,2,2,3,0,2,2,2,2,2,2,2,3
NR/deter4,9132,19232,0,2,2,2,2,2,2,2,71,0,0,0,0,0,0,4,4,30
NR/lp-truss,8805,27837,0,2,2,2,4,4,4,4,4,0,0,0,0,0,0,0,0,32
NR/p2p-Gnutella05,8845,31840,0,1,1,2,2,3,4,7,76,0,0,0,0,0,1,10,10,48
NR/p2p-Gnutella06,8716,31526,0,1,1,2,2,3,5,7,60,0,0,0,0,0,1,10,10,40
NR/Kaufhold,8764,42472,0,3,3,4,5,5,6,7,22,0,3,3,4,5,5,6,7,22
NR/lp-nug12,8855,38305,0,4,4,4,4,4,4,4,24,0,0,0,0,0,0,12,12,12
NR/lp-qap12,8855,38305,0,4,4,4,4,4,4,4,24,0,0,0,0,0,0,12,12,12
NR/mark3jac020,9128,56176,0,2,3,3,4,5,6,12,47,0,3,3,4,5,6,8,11,44
NR/mark3jac020sc,9128,56176,0,2,3,3,4,5,6,12,47,0,3,3,4,5,6,8,11,44
NR/nemspmm1,8902,55868,0,1,2,3,5,6,9,12,61,0,0,0,0,0,0,2,9,403
NR/c-39,9270,73042,0,1,1,1,2,2,2,7,525,0,1,1,1,1,4,8,14,109
NR/nemspmm2,8733,68226,0,1,2,4,6,10,13,14,64,0,0,0,0,0,0,2,9,633
NR/aa03,8626,70807,0,6,6,8,8,9,10,11,16,0,0,0,0,0,0,0,0,349
NR/aa3,8626,70807,0,6,6,8,8,9,10,11,16,0,0,0,0,0,0,0,0,349
NR/air06,8626,70807,0,6,6,8,8,9,10,11,16,0,0,0,0,0,0,0,0,349
NR/aa01,8903,72966,0,6,6,8,8,9,10,11,15,0,0,0,0,0,0,0,0,347
NR/air04,8903,72966,0,6,6,8,8,9,10,11,15,0,0,0,0,0,0,0,0,347
NR/lp-maros-r7,9407,144849,0,1,1,1,1,1,46,46,46,0,0,0,0,0,0,48,48,48
NR/socfb-UCSC68,8990,224585,0,2,4,8,15,23,35,56,269,0,1,5,9,15,23,35,56,229
NR/socfb-Maine59,9068,243248,0,2,5,9,16,24,37,60,381,0,2,5,10,16,25,37,59,322
NR/rat,9407,268909,0,1,1,1,1,1,88,88,88,0,0,0,0,0,0,90,90,90
NR/bcsstk33,8737,300322,0,23,28,30,39,40,41,42,57,0,24,27,32,38,40,41,42,139
NR/graham1,9034,335505,0,16,18,20,36,36,57,64,326,0,18,24,26,28,48,48,80,144
NR/socfb-Brown11,8599,384527,0,3,8,16,27,42,63,98,560,0,3,8,16,27,42,63,98,544
NR/socfb-Yale4,8576,405451,0,2,8,16,27,43,67,108,506,0,2,7,16,27,43,68,109,501
NR/socfb-Georgetown15,9413,425639,0,3,9,17,28,43,64,98,566,0,3,8,17,28,43,64,100,645
NR/socfb-Tulane29,7751,283919,0,2,6,12,21,33,51,83,426,0,2,6,12,20,32,51,83,388
NR/sinc12,7499,294987,0,24,24,24,47,47,52,52,76,0,26,26,26,26,26,75,75,75
NR/socfb-Dartmouth6,7693,304077,0,2,6,12,22,36,57,89,421,0,1,6,12,22,36,56,89,487
NR/socfb-Villanova62,7771,314990,0,2,8,16,25,38,56,90,492,0,3,8,15,25,38,57,90,480
NR/socfb-WashU32,7754,367542,0,3,9,18,30,46,67,104,544,0,3,9,18,30,45,67,103,654
NR/GT01R,7979,430910,0,49,49,53,57,57,57,61,74,0,45,45,53,57,57,57,65,90
NR/socfb-Vanderbilt48,8068,427833,0,3,11,20,33,50,76,119,406,0,3,10,20,33,50,76,117,506
NR/ex40,7739,458013,0,25,31,48,62,78,86,88,89,0,25,31,48,62,78,86,88,89
NR/fp,7547,848554,0,55,61,70,79,89,104,131,679,0,35,39,43,46,50,74,97,930
NR/TSC-OPF-1047,8139,1012522,0,1,1,1,3,10,15,500,1523,0,2,5,6,9,16,106,610,610
NR/rt-http,3,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
NR/rt-justinbieber,27,32,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
NR/3elt-dual,8999,13279,0,1,1,1,1,2,2,2,2,0,1,1,1,1,2,2,2,3
NR/G66,8999,18001,0,2,2,2,2,2,2,2,3,0,2,2,2,2,2,2,2,3
NR/deter4,9132,19232,0,2,2,2,2,2,2,2,71,0,0,0,0,0,0,4,4,30
NR/lp-truss,8805,27837,0,2,2,2,4,4,4,4,4,0,0,0,0,0,0,0,0,32
NR/p2p-Gnutella05,8845,31840,0,1,1,2,2,3,4,7,76,0,0,0,0,0,1,10,10,48
NR/p2p-Gnutella06,8716,31526,0,1,1,2,2,3,5,7,60,0,0,0,0,0,1,10,10,40
NR/Kaufhold,8764,42472,0,3,3,4,5,5,6,7,22,0,3,3,4,5,5,6,7,22
NR/lp-nug12,8855,38305,0,4,4,4,4,4,4,4,24,0,0,0,0,0,0,12,12,12
NR/lp-qap12,8855,38305,0,4,4,4,4,4,4,4,24,0,0,0,0,0,0,12,12,12
NR/mark3jac020,9128,56176,0,2,3,3,4,5,6,12,47,0,3,3,4,5,6,8,11,44
NR/mark3jac020sc,9128,56176,0,2,3,3,4,5,6,12,47,0,3,3,4,5,6,8,11,44
NR/nemspmm1,8902,55868,0,1,2,3,5,6,9,12,61,0,0,0,0,0,0,2,9,403
NR/c-39,9270,73042,0,1,1,1,2,2,2,7,525,0,1,1,1,1,4,8,14,109
NR/nemspmm2,8733,68226,0,1,2,4,6,10,13,14,64,0,0,0,0,0,0,2,9,633
NR/aa03,8626,70807,0,6,6,8,8,9,10,11,16,0,0,0,0,0,0,0,0,349
NR/aa3,8626,70807,0,6,6,8,8,9,10,11,16,0,0,0,0,0,0,0,0,349
NR/air06,8626,70807,0,6,6,8,8,9,10,11,16,0,0,0,0,0,0,0,0,349
NR/aa01,8903,72966,0,6,6,8,8,9,10,11,15,0,0,0,0,0,0,0,0,347
NR/air04,8903,72966,0,6,6,8,8,9,10,11,15,0,0,0,0,0,0,0,0,347
NR/lp-maros-r7,9407,144849,0,1,1,1,1,1,46,46,46,0,0,0,0,0,0,48,48,48
NR/socfb-UCSC68,8990,224585,0,2,4,8,15,23,35,56,269,0,1,5,9,15,23,35,56,229
NR/socfb-Maine59,9068,243248,0,2,5,9,16,24,37,60,381,0,2,5,10,16,25,37,59,322
NR/rat,9407,268909,0,1,1,1,1,1,88,88,88,0,0,0,0,0,0,90,90,90
NR/bcsstk33,8737,300322,0,23,28,30,39,40,41,42,57,0,24,27,32,38,40,41,42,139
NR/graham1,9034,335505,0,16,18,20,36,36,57,64,326,0,18,24,26,28,48,48,80,144
NR/socfb-Brown11,8599,384527,0,3,8,16,27,42,63,98,560,0,3,8,16,27,42,63,98,544
NR/socfb-Yale4,8576,405451,0,2,8,16,27,43,67,108,506,0,2,7,16,27,43,68,109,501
NR/socfb-Georgetown15,9413,425639,0,3,9,17,28,43,64,98,566,0,3,8,17,28,43,64,100,645
